domain,role,mode,active_model_id,model_key,artifact_path,artifact_origin,artifact_hash,threshold,n_features,feature_list_pipe,artifacts_available,prediction_recomputed,recompute_blocker,probability_mean,probability_std,prediction_positive_rate,holdout_n,holdout_positive_n,holdout_negative_n,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,anxiety__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_rf_max_real_metrics\models\active_modes\anxiety__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10\pipeline.joblib,worktree_rf_max_real_metrics,a95315eaafceb122185f0680f16dfb2063ea97bff576fa83bdefeb6cdebd19f6,0.5299999999999999,126,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_onset_before_12|age_years|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_onset_before_10|dmdd_context_home|dmdd_context_peers|dmdd_context_school|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_onset_before_10|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|encopresis_constipation_present|encopresis_duration_months_consecutive|encopresis_event_frequency_per_month|encopresis_visible_deposition_pattern|enuresis_distress_impairment|enuresis_diurnal|enuresis_duration_months_consecutive|enuresis_event_frequency_per_week|enuresis_nocturnal|enuresis_primary_course|enuresis_secondary_course|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_no_gap_gt_2_months|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_children_peer_only_flag|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,yes,yes,,0.37721844198406296,0.13103141261016768,0.17708333333333334,480,86,394,0.8235294117647058,0.813953488372093,0.9619289340101523,0.8879412111911227,0.8187134502923976,0.9536654468185574,0.8531067850920091,0.1363188022729681,379,15,16,70
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,anxiety__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_rf_max_real_metrics\models\active_modes\anxiety__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10\pipeline.joblib,worktree_rf_max_real_metrics,aad6486b704774d788d5d0cbcd9da0ae6422d4b5411c28bfb8afe13042ac0aed,0.5336125226848083,14,gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_being_observed|social_anxiety_fear_interactions,yes,yes,,0.3573079380508146,0.15965514748663853,0.175,480,86,394,0.8452380952380952,0.8255813953488372,0.9670050761421319,0.8962932357454846,0.8352941176470589,0.9639652933537952,0.8800940637253928,0.11958115342547092,381,13,15,71
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,anxiety__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_rf_max_real_metrics\models\active_modes\anxiety__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10\pipeline.joblib,worktree_rf_max_real_metrics,e28263514f35aa77918f7ab16270122f1225db95292346cd98a4a9590f5e3aee,0.5394416137058918,60,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|age_years|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|dmdd_duration_months|dmdd_outbursts_frequency_per_week|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_depressed_or_irritable_mood|pdd_duration_months_child|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,yes,yes,,0.36279942791271375,0.15087375463885186,0.17916666666666667,480,86,394,0.8372093023255814,0.8372093023255814,0.9644670050761421,0.9008381537008618,0.8372093023255814,0.9733945224884901,0.89612205748892,0.12154854311232437,380,14,14,72
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,worktree_final_rf_plus,3df384063581ad504667e2d8c794f917fed1a32fa23a6a49ad4874d0bfd0f960,0.5279665721525749,151,sep_anx_impairment|sep_anx_duration_weeks|agor_escape_help_cognition|sep_anx_07_separation_nightmares|gad_difficulty_controlling_worry|social_anxiety_duration_months|gad_duration_months|agor_impairment|social_anxiety_almost_always_triggered|agor_avoid_or_need_companion|gad_excessive_worry_multiple_areas|sep_anx_04_refuses_leaving_home_school|social_anxiety_fear_negative_evaluation|gad_assoc_06_sleep_problems|sep_anx_08_physical_complaints_on_separation|sep_anx_02_worry_losing_attachment_figures|gad_assoc_01_restlessness|social_anxiety_fear_being_observed|sep_anx_05_fear_being_alone_without_attachment|sep_anx_03_worry_event_causing_separation|social_anxiety_avoid_or_endure_intense|sep_anx_01_distress_on_separation|gad_assoc_05_muscle_tension|sep_anx_06_refuses_sleep_away_or_alone|gad_impairment|gad_assoc_03_concentration_difficulty|social_anxiety_fear_interactions|gad_assoc_02_fatigue|social_anxiety_fear_performance|gad_assoc_04_irritability|social_anxiety_impairment|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_02_leaves_seat|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_04_cannot_play_quietly|agor_fear_05_outside_home_alone|adhd_hypimp_09_interrupts_intrudes|adhd_inatt_02_sustained_attention_difficulty|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_03_seems_not_listening|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_05_organization_difficulty|agor_duration_months|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|conduct_02_initiates_fights|conduct_01_bullies_threatens_intimidates|agor_fear_01_public_transport|conduct_03_weapon_use|agor_fear_03_enclosed_spaces|conduct_07_forced_sex|conduct_04_physical_cruelty_people|agor_fear_04_crowds_queues|conduct_05_physical_cruelty_animals|mdd_01_depressed_or_irritable_mood|conduct_06_steals_confronting_victim|mdd_08_concentration_or_decision_difficulty|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_08_fire_setting|agor_fear_02_open_spaces|agor_almost_always_triggered|conduct_12_steals_without_confrontation|conduct_11_lies_to_obtain_or_avoid|mdd_04_sleep_change|conduct_13_stays_out_at_night_before_13|conduct_15_truancy_before_13|mdd_03_weight_or_appetite_change|conduct_14_runs_away_overnight|dmdd_outbursts_frequency_per_week|mdd_02_loss_of_interest_or_pleasure|mdd_06_fatigue_or_low_energy|encopresis_event_frequency_per_month|dmdd_irritable_between_outbursts|mdd_09_death_or_suicidal_thoughts|mdd_05_psychomotor_change|enuresis_event_frequency_per_week|mdd_07_worthlessness_or_excessive_guilt|mdd_duration_weeks|adhd_impairment_home|age_years|mdd_impairment|pdd_duration_months_child|pdd_depressed_or_irritable_mood|dmdd_outbursts_severity|agor_not_better_explained|gad_not_better_explained|gad_not_due_substance_medical|sep_anx_not_better_explained|social_anxiety_not_better_explained|social_anxiety_not_due_substance_medical|pdd_03_low_energy|pdd_01_appetite_change|pdd_02_sleep_change|pdd_impairment|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_04_low_self_esteem|social_anxiety_children_peer_only_flag|adhd_impairment_school|conduct_impairment_global|adhd_impairment_social|enuresis_distress_impairment|adhd_context_home|adhd_context_school|agor_not_excessive_due_medical|agor_disproportionate|dmdd_duration_months|encopresis_duration_months_consecutive|social_anxiety_disproportionate|enuresis_duration_months_consecutive|adhd_onset_before_12|dmdd_onset_before_10|adhd_context_other|dmdd_context_peers|dmdd_context_school|dmdd_context_home|adhd_not_better_explained_other_mental|adhd_not_psychosis_exclusive|enuresis_not_due_substance_medical|encopresis_not_due_substance_medical|dmdd_no_mania_hypomania|dmdd_not_better_explained|dmdd_no_substance_medical|mdd_no_mania_hypomania_history|pdd_no_mania_hypomania|mdd_not_due_substance_medical|mdd_not_psychotic_explained|pdd_no_substance_medical|conduct_onset_before_10|pdd_no_gap_gt_2_months|conduct_lpe_02_callous_lack_empathy|conduct_lpe_04_shallow_deficient_affect|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_03_unconcerned_performance|encopresis_constipation_present|enuresis_diurnal|enuresis_nocturnal|encopresis_overflow_incontinence|dmdd_developmentally_inappropriate|enuresis_secondary_course|enuresis_primary_course|pdd_no_psychotic_explained|encopresis_visible_deposition_pattern|conduct_no_antisocial_personality_if_18plus,yes,yes,,0.40244126263260976,0.09612731480014555,0.14166666666666666,480,86,394,0.8676470588235294,0.686046511627907,0.9771573604060914,0.8316019360169992,0.7662337662337663,0.9554952189824106,0.8598799565788883,0.1582824747037536,385,9,27,59
conduct,caregiver,caregiver_1_3,conduct__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,conduct__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_rf_max_real_metrics\models\active_modes\conduct__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10\pipeline.joblib,worktree_rf_max_real_metrics,46d44d802190dfa37f2961ca1b8fd103084ebba2b1b7f596533db7fa6e781e5b,0.4899999999999999,20,adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_irritable_between_outbursts,yes,yes,,0.3705140091528689,0.3882355193625332,0.36875,480,160,320,0.847457627118644,0.9375,0.915625,0.9265625,0.8902077151335311,0.9798046875,0.9551823306213615,0.057866313543761684,293,27,10,150
conduct,caregiver,caregiver_2_3,conduct__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,conduct__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\conduct__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,worktree_final_rf_plus,8a53a9f419a935a18e1751f15d5ea5f21d41e487662426ff2ff087ef82177a77,0.5199999999999999,49,adhd_context_home|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|age_years|agor_duration_months|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|social_anxiety_duration_months,yes,yes,,0.47092391352354546,0.17851121752788363,0.38333333333333336,480,160,320,0.8097826086956522,0.93125,0.890625,0.9109375,0.8662790697674418,0.9770117187499999,0.9555356459496309,0.13243846071014648,285,35,11,149
conduct,caregiver,caregiver_full,conduct__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,conduct__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\conduct__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,worktree_final_rf_plus,71e42f018d58f95da92ed78df2a6579632349781608404b1f43239dfb81d453d,0.58,47,adhd_hypimp_01_fidgets|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,yes,yes,,0.3562681431956424,0.39419865094997286,0.3416666666666667,480,160,320,0.8658536585365854,0.8875,0.93125,0.909375,0.8765432098765432,0.9742578125000001,0.9444381405188534,0.062264566429061724,298,22,18,142
conduct,psychologist,psychologist_1_3,conduct__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,conduct__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_rf_max_real_metrics\models\active_modes\conduct__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10\pipeline.joblib,worktree_rf_max_real_metrics,0bd992ccba42badc8947280d443eab8b5706bb023fd0fe86c2c78b8af4ae1142,0.4599999999999999,27,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week,yes,yes,,0.36965055372441286,0.3867636440820534,0.375,480,160,320,0.8388888888888889,0.94375,0.909375,0.9265625,0.888235294117647,0.978828125,0.9555839908013486,0.058995019228393855,291,29,9,151
conduct,psychologist,psychologist_2_3,conduct__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,conduct__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\conduct__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,worktree_final_rf_plus,6a159c97be2978793bc41ccdae6330f6552d5e43a15174c5d8c2a5a8cc7669a5,0.59,43,adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,yes,yes,,0.3637822646038091,0.3988290196506267,0.3416666666666667,480,160,320,0.8658536585365854,0.8875,0.93125,0.909375,0.8765432098765432,0.9752148437499999,0.9491031031044495,0.06207127420985166,298,22,18,142
